,Race Index,Pla.,Date,RC/Track/ Course,Dist.,G,Race Class,Dr.,Rtg.,Trainer,Jockey,LBW,Win Odds,Act. Wt.,Running Position,Finish Time,Declar. Horse Wt.,Gear,horse,season,N_RaceIndex
1453,167,04,12/11/22,"ST / Turf / ""A+3""",1200,GF,3,4,72,J Size,Z Purton,2,4.4,132,8 5 4,1.09.07,1180,--,2021_G213,22/23,22/23_167
1454,102,06,16/10/22,"ST / Turf / ""A+3""",1200,GF,3,2,72,J Size,A Badel,2-1/2,3.2,131,3 3 6,1.09.08,1168,--,2021_G213,22/23,22/23_102
1455,025,05,18/09/22,"ST / Turf / ""B""",1200,GF,3,8,72,J Size,A Badel,1-1/2,2.7,132,1 1 5,1.10.26,1169,--,2021_G213,22/23,22/23_025
1456,771,01,25/06/22,"ST / Turf / ""B""",1200,GF,4,9,58,J Size,Z Purton,4-3/4,2.1,134,1 1 1,1.09.02,1132,--,2021_G213,21/22,21/22_771
1457,742,04,12/06/22,"ST / Turf / ""C+3""",1200,G,4,11,58,J Size,J Moreira,1-3/4,2.3,132,8 6 4,1.10.19,1147,--,2021_G213,21/22,21/22_742
1458,683,01,22/05/22,"ST / Turf / ""A""",1200,G,4,10,52,J Size,J Moreira,3/4,5.7,125,3 3 1,1.09.71,1134,--,2021_G213,21/22,21/22_683
1459,530,02,24/03/24,"ST / Turf / ""A""",1800,GF,3,8,83,P F Yiu,J McDonald,1-1/4,5.5,133,8 8 9 7 2,1.47.39,1133,V,2020_E306,23/24,23/24_530
1460,492,06,10/03/24,"ST / Turf / ""C""",1800,GY,2,9,83,P F Yiu,H Bentley,1-1/4,6.3,116,2 3 4 3 6,1.49.14,1133,V,2020_E306,23/24,23/24_492
1461,358,03,21/01/24,"ST / Turf / ""A""",2000,G,2,6,83,P F Yiu,J McDonald,1,3.4,131,8 10 10 9 3,2.02.72,1129,V,2020_E306,23/24,23/24_358
1462,299,01,01/01/24,"ST / Turf / ""A""",1800,G,3,3,76,P F Yiu,J McDonald,1-3/4,3.2,134,5 7 7 5 1,1.48.55,1131,V,2020_E306,23/24,23/24_299
1463,237,01,10/12/23,"ST / Turf / ""A""",1800,G,3,5,66,P F Yiu,M Barzalona,4-1/4,8.9,123,12 12 9 7 1,1.48.00,1122,V,2020_E306,23/24,23/24_237
1464,181,04,19/11/23,"ST / Turf / ""B+2""",2000,GF,3,3,66,P F Yiu,M F Poon,1-1/4,10,120,2 2 2 2 4,2.01.14,1126,V,2020_E306,23/24,23/24_181
1465,154,04,08/11/23,"HV / Turf / ""A""",1800,G,3,8,66,P F Yiu,L Hewitson,1-1/4,8.2,121,10 10 11 9 4,1.48.53,1125,V,2020_E306,23/24,23/24_154
1466,098,05,18/10/23,"HV / Turf / ""B""",1650,Y,3,7,68,P F Yiu,K C Leung,2-3/4,10,125,9 9 10 5,1.41.69,1127,B-/V1,2020_E306,23/24,23/24_098
1467,796,13,03/07/23,"ST / Turf / ""C""",1600,GY,3,8,73,A T Millard,M Dee,6,40,130,10 9 9 13,1.37.36,1144,CP-/B2/TT-,2020_E306,22/23,22/23_796
1468,710,09,31/05/23,"HV / Turf / ""C+3""",1650,GF,3,8,75,A T Millard,L Hewitson,3-3/4,35,130,11 11 11 9,1.39.86,1123,CP/TT,2020_E306,22/23,22/23_710
1469,633,09,03/05/23,"HV / Turf / ""A""",1650,G,3,10,77,A T Millard,R Maia,3-1/4,22,134,11 9 9 9,1.40.68,1131,CP/TT,2020_E306,22/23,22/23_633
1470,553,04,06/04/23,"HV / Turf / ""A""",1650,G,3,4,77,A T Millard,R Maia,1,31,135,3 2 2 4,1.40.60,1132,CP/TT,2020_E306,22/23,22/23_553
1471,435,13,19/02/23,"ST / Turf / ""A""",1600,G,3,4,80,A T Millard,M Chadwick,7,30,135,8 9 11 13,1.36.13,1120,B-/CP1/TT,2020_E306,22/23,22/23_435
1472,350,08,21/01/23,"ST / Turf / ""B""",1600,G,2,1,83,A T Millard,H Bentley,6-1/2,18,120,4 3 4 8,1.35.80,1147,B2/TT,2020_E306,22/23,22/23_350
1473,280,10,24/12/22,"ST / Turf / ""B""",1600,GF,2,14,85,A T Millard,H Bentley,4-1/4,79,120,6 6 7 10,1.36.44,1141,TT,2020_E306,22/23,22/23_280
1474,202,10,27/11/22,"ST / Turf / ""C""",1600,G,1,7,87,A T Millard,H Bentley,12-3/4,71,119,7 10 10 10,1.35.47,1134,TT,2020_E306,22/23,22/23_202
1475,149,08,06/11/22,"ST / Turf / ""C+3""",1600,G,2,1,89,A T Millard,L Hewitson,3-1/4,15,133,8 6 7 8,1.34.78,1135,TT,2020_E306,22/23,22/23_149
1476,083,08,09/10/22,"ST / Turf / ""A""",1400,G,2,10,89,A T Millard,L Hewitson,2,74,125,13 12 10 8,1.21.50,1140,TT,2020_E306,22/23,22/23_083
1477,665,06,15/05/22,"ST / Turf / ""C+3""",1600,GY,2,1,89,A T Millard,R Maia,3-1/2,6,127,7 7 6 6,1.36.09,1101,B-/TT,2020_E306,21/22,21/22_665
1478,531,02,27/03/22,"ST / Turf / ""A+3""",1600,G,2,2,88,A T Millard,R Maia,N,9.6,123,3 3 3 2,1.34.86,1107,B1/TT1,2020_E306,21/22,21/22_531
1479,395,09,03/02/22,"ST / Turf / ""B+2""",1800,G,2,7,89,A T Millard,B Shinn,6,12,129,5 5 4 4 9,1.48.92,1120,--,2020_E306,21/22,21/22_395
1480,352,09,19/01/22,"HV / Turf / ""C""",1650,G,2,10,89,A T Millard,C Y Ho,5-3/4,9.2,126,10 9 10 9,1.39.26,1120,--,2020_E306,21/22,21/22_352
1481,195,04,21/11/21,"ST / Turf / ""B+2""",1800,G,2,1,88,A T Millard,J Moreira,N,2.8,125,3 3 3 3 4,1.47.84,1117,--,2020_E306,21/22,21/22_195
1482,100,04,17/10/21,"ST / Turf / ""B+2""",1800,G,2,4,88,A T Millard,J Moreira,1-1/2,1.9,125,4 6 6 7 4,1.48.46,1127,--,2020_E306,21/22,21/22_100
1483,046,01,19/09/21,"ST / Turf / ""C""",1600,G,2,1,81,A T Millard,J Moreira,1-1/2,1.8,116,3 3 3 1,1.33.64,1135,--,2020_E306,21/22,21/22_046
1484,525,12,24/03/24,"ST / Turf / ""A""",1600,GF,4,11,52,J Richards,A Hamelin,10-1/2,227,128,12 12 14 12,1.35.96,1255,TT,2023_J013,23/24,23/24_525
1485,487,12,10/03/24,"ST / Turf / ""C""",1400,G,4,7,52,J Richards,K De Melo,10,128,127,12 12 14 12,1.23.91,1259,TT1,2023_J013,23/24,23/24_487
1486,332,12,10/01/24,"HV / Turf / ""B""",1200,G,3,2,67,A S Cruz,B Avdulla,5-3/4,26,125,5 5 12,1.10.80,1236,TT,2020_E431,23/24,23/24_332
1487,060,10,01/10/23,"ST / Turf / ""C+3""",1200,G,3,10,69,A S Cruz,M F Poon,7-1/4,40,126,10 10 10,1.09.81,1258,TT,2020_E431,23/24,23/24_060
1488,019,06,17/09/23,ST / AWT,1200,GD,3,5,71,A S Cruz,M Chadwick,10-3/4,17,131,5 5 6,1.10.66,1265,TT,2020_E431,23/24,23/24_019
1489,806,06,06/07/23,"HV / Turf / ""A""",1200,G,3,5,75,A S Cruz,M Chadwick,4-1/4,19,134,7 7 6,1.10.28,1265,TT,2020_E431,22/23,22/23_806
1490,690,09,24/05/23,"HV / Turf / ""C""",1200,G,3,4,75,A S Cruz,A Badel,3-1/2,5,132,5 7 9,1.10.38,1274,TT,2020_E431,22/23,22/23_690
1491,634,02,03/05/23,"HV / Turf / ""A""",1200,G,3,5,74,A S Cruz,A Badel,1,11,132,4 4 2,1.10.06,1260,TT,2020_E431,22/23,22/23_634
1492,568,08,09/04/23,"ST / Turf / ""B+2""",1400,G,3,11,76,A S Cruz,M Chadwick,4-1/2,16,132,4 4 4 8,1.23.08,1272,TT,2020_E431,22/23,22/23_568
1493,518,04,22/03/23,"HV / Turf / ""C+3""",1200,G,3,8,77,A S Cruz,H Bowman,1-3/4,4.3,133,5 5 4,1.09.36,1279,TT,2020_E431,22/23,22/23_518
1494,463,03,01/03/23,"HV / Turf / ""A""",1200,G,3,6,77,A S Cruz,Y L Chung,2-1/2,10,125,5 6 3,1.09.71,1275,TT,2020_E431,22/23,22/23_463
1495,424,07,15/02/23,"HV / Turf / ""C""",1200,GF,3,10,77,A S Cruz,Y L Chung,3-1/2,11,125,7 9 7,1.10.01,1272,TT,2020_E431,22/23,22/23_424
1496,288,02,28/12/22,"HV / Turf / ""C+3""",1200,G,3,5,74,A S Cruz,Y L Chung,---,3.6,120,2 2 1,1.09.85,1271,TT,2020_E431,22/23,22/23_288
1497,251,04,14/12/22,"HV / Turf / ""B""",1200,G,3,10,74,A S Cruz,Y L Chung,2-1/4,8.7,121,2 2 4,1.09.75,1265,TT,2020_E431,22/23,22/23_251
1498,241,PU,08/12/21,"HV / Turf / ""B""",1200,G,3,9,74,A S Cruz,D Lane,---,4.9,127,12 12,--,1244,TT,2020_E431,21/22,21/22_241
1499,185,01,17/11/21,"HV / Turf / ""C""",1200,G,3,4,67,A S Cruz,J Moreira,1-1/2,1.9,123,5 5 1,1.09.55,1249,TT,2020_E431,21/22,21/22_185
1500,140,02,31/10/21,"HV / Turf / ""C+3""",1200,G,3,10,65,A S Cruz,K Teetan,N,8.9,118,9 8 2,1.09.91,1250,TT,2020_E431,21/22,21/22_140
1501,092,12,10/10/21,"ST / Turf / ""A+3""",1200,G,3,13,65,A S Cruz,M F Poon,10-3/4,5.3,120,1 2 12,1.10.51,1232,TT,2020_E431,21/22,21/22_092
1502,044,02,19/09/21,"ST / Turf / ""C""",1200,G,3,1,63,A S Cruz,M F Poon,SH,7.4,116,1 1 2,1.08.89,1233,TT1,2020_E431,21/22,21/22_044
1503,563,02,07/04/24,"ST / Turf / ""B+2""",1200,G,3,6,64,A S Cruz,L Ferraris,1-3/4,14,123,8 8 2,1.09.27,1081,CP/TT,2021_G451,23/24,23/24_563
1504,540,04,27/03/24,"HV / Turf / ""A""",1200,G,3,11,66,A S Cruz,L Ferraris,4-1/4,19,124,5 5 4,1.10.29,1087,H-/CP/TT,2021_G451,23/24,23/24_540
1505,481,04,06/03/24,"HV / Turf / ""B""",1200,G,3,2,66,A S Cruz,L Ferraris,2,10,125,5 5 4,1.10.21,1086,CP/H/TT,2021_G451,23/24,23/24_481
1506,445,06,21/02/24,"HV / Turf / ""C+3""",1000,G,3,8,68,A S Cruz,H Bentley,3-1/2,13,122,9 9 6,0.57.50,1080,CP/H/TT,2021_G451,23/24,23/24_445
1507,393,12,04/02/24,"ST / Turf / ""B+2""",1000,G,3,4,70,A S Cruz,H Bentley,7,24,126,10 12 12,0.57.92,1094,H/CP1/TT,2021_G451,23/24,23/24_393
1508,346,05,17/01/24,"HV / Turf / ""C""",1000,G,3,8,72,A S Cruz,L Ferraris,2,13,128,9 8 5,0.57.74,1095,H1/TT,2021_G451,23/24,23/24_346
1509,246,07,13/12/23,"HV / Turf / ""B""",1000,G,3,9,74,A S Cruz,L Ferraris,4-1/4,18,129,9 9 7,0.57.71,1083,TT,2021_G451,23/24,23/24_246
1510,206,07,29/11/23,"HV / Turf / ""C+3""",1000,G,3,2,76,A S Cruz,Y L Chung,3,8.1,129,8 7 7,0.57.66,1089,TT,2021_G451,23/24,23/24_206
1511,042,07,24/09/23,"ST / Turf / ""C""",1000,G,3,9,78,A S Cruz,B Avdulla,3-1/4,10,134,11 13 7,0.57.28,1088,TT,2021_G451,23/24,23/24_042
1512,017,06,13/09/23,"HV / Turf / ""A""",1000,G,3,4,79,A S Cruz,M Chadwick,3,5.2,134,8 7 6,0.57.50,1084,TT,2021_G451,23/24,23/24_017
1513,679,08,21/05/23,"ST / Turf / ""C+3""",1000,G,3,10,80,A S Cruz,Y L Chung,3-1/2,5.3,128,6 9 8,0.56.08,1097,TT,2021_G451,22/23,22/23_679
1514,614,04,26/04/23,"HV / Turf / ""C+3""",1000,G,3,8,80,A S Cruz,M Chadwick,1-1/2,5.3,135,6 7 4,0.57.01,1091,TT,2021_G451,22/23,22/23_614
1515,563,02,09/04/23,"ST / Turf / ""B+2""",1000,G,3,1,79,A S Cruz,C Y Ho,1-3/4,4.6,129,11 10 2,0.57.38,1099,TT,2021_G451,22/23,22/23_563
1516,461,05,01/03/23,"HV / Turf / ""A""",1000,G,3,4,79,A S Cruz,Y L Chung,2-1/2,2.6,124,11 11 5,0.56.95,1098,TT,2021_G451,22/23,22/23_461
1517,401,03,08/02/23,"HV / Turf / ""B""",1000,G,3,7,79,A S Cruz,M Chadwick,1-1/4,2.2,134,7 7 3,0.56.67,1097,TT,2021_G451,22/23,22/23_401
1518,347,02,18/01/23,"HV / Turf / ""C""",1000,G,3,1,76,A S Cruz,L Ferraris,N,2.4,134,9 7 2,0.56.74,1096,TT,2021_G451,22/23,22/23_347
1519,249,01,14/12/22,"HV / Turf / ""B""",1000,G,3,5,69,A S Cruz,L Ferraris,1-1/4,3,127,7 7 1,0.56.48,1099,TT,2021_G451,22/23,22/23_249
1520,211,01,30/11/22,"HV / Turf / ""C+3""",1000,GF,3,11,63,A S Cruz,M Chadwick,HD,13,119,9 10 1,0.56.14,1092,TT,2021_G451,22/23,22/23_211
1521,157,05,09/11/22,"HV / Turf / ""A""",1000,G,3,7,63,A S Cruz,M Chadwick,3-3/4,11,121,10 10 5,0.57.04,1081,TT1,2021_G451,22/23,22/23_157
1522,562,08,07/04/24,"ST / Turf / ""B+2""",1400,G,4,7,43,A S Cruz,Y L Chung,3-1/4,92,114,12 11 11 8,1.22.64,1152,V/TT,2022_H404,23/24,23/24_562
1523,536,10,27/03/24,"HV / Turf / ""A""",1650,G,4,1,46,A S Cruz,B Avdulla,9-1/4,35,121,3 4 4 10,1.41.82,1156,B-/V1/TT,2022_H404,23/24,23/24_536
1524,410,10,12/02/24,"ST / Turf / ""A""",1200,G,4,5,48,A S Cruz,A Badel,7,41,124,8 9 10,1.10.82,1149,B/TT,2022_H404,23/24,23/24_410
1525,372,13,28/01/24,"ST / Turf / ""A+3""",1400,G,4,7,50,A S Cruz,L Hewitson,7-1/2,48,125,10 9 8 13,1.23.96,1148,B/TT,2022_H404,23/24,23/24_372
1526,334,09,13/01/24,"ST / Turf / ""C+3""",1200,G,4,10,52,A S Cruz,L Hewitson,4-3/4,75,129,11 11 9,1.10.87,1147,B/TT,2022_H404,23/24,23/24_334
1527,297,08,01/01/24,"ST / Turf / ""A""",1200,G,4,11,52,A S Cruz,A Badel,4-1/2,53,129,13 12 8,1.10.51,1150,B1/TT1,2022_H404,23/24,23/24_297
1528,Overseas,01,30/03/24,Meydan / Turf,1200,G,G1,5,126,A S Cruz,B Avdulla,3/4,3,130,--,1.07.50,--,TT,2020_E314,23/24,23/24_Overseas
1529,490,01,10/03/24,"ST / Turf / ""C""",1400,G,G1,3,126,A S Cruz,B Avdulla,1,11,126,1 1 1 1,1.22.18,1210,CP-/TT,2020_E314,23/24,23/24_490
1530,357,04,21/01/24,"ST / Turf / ""A""",1600,G,G1,2,129,A S Cruz,H Bowman,3-1/2,5.8,126,1 1 2 4,1.34.53,1218,CP1/TT,2020_E314,23/24,23/24_357
1531,303,07,01/01/24,"ST / Turf / ""A""",1400,G,G3,1,130,A S Cruz,H Bowman,4-1/2,3.3,135,1 2 2 7,1.22.71,1215,TT,2020_E314,23/24,23/24_303
1532,238,13,10/12/23,"ST / Turf / ""A""",1600,G,G1,3,130,A S Cruz,C Soumillon,8-3/4,10,126,2 3 4 13,1.35.52,1215,TT,2020_E314,23/24,23/24_238
1533,183,04,19/11/23,"ST / Turf / ""B+2""",1600,GF,G2,4,130,A S Cruz,M Chadwick,4-3/4,1.7,128,1 1 2 4,1.33.81,1213,TT,2020_E314,23/24,23/24_183
1534,088,01,15/10/23,"ST / Turf / ""A+3""",1600,G,G2,10,129,A S Cruz,H Bowman,1/2,4.4,135,1 1 1 1,1.34.18,1209,TT,2020_E314,23/24,23/24_088
1535,622,03,30/04/23,"ST / Turf / ""A""",1600,G,G1,7,129,A S Cruz,Z Purton,2-1/4,3.2,126,1 1 1 3,1.33.68,1171,TT,2020_E314,22/23,22/23_622
1536,566,01,09/04/23,"ST / Turf / ""B+2""",1600,G,G2,2,129,A S Cruz,Z Purton,1/2,1.2,128,2 2 2 1,1.34.17,1185,TT,2020_E314,22/23,22/23_566
1537,508,02,19/03/23,"ST / Turf / ""A""",1400,G,G1,1,129,A S Cruz,Z Purton,1-1/4,1.6,126,1 1 1 2,1.21.29,1167,TT,2020_E314,22/23,22/23_508
1538,375,03,29/01/23,"ST / Turf / ""A+3""",1600,G,G1,3,129,A S Cruz,Z Purton,1-1/4,3.9,126,1 1 1 3,1.34.19,1183,TT,2020_E314,22/23,22/23_375
1539,239,01,11/12/22,"ST / Turf / ""A""",1600,G,G1,2,127,A S Cruz,Z Purton,N,3.2,126,1 2 2 1,1.33.41,1186,TT,2020_E314,22/23,22/23_239
1540,184,02,20/11/22,"ST / Turf / ""B+2""",1600,GF,G2,3,127,A S Cruz,Z Purton,N,1.6,123,1 1 1 2,1.34.06,1179,TT,2020_E314,22/23,22/23_184
1541,100,01,16/10/22,"ST / Turf / ""A+3""",1600,GF,G2,12,121,A S Cruz,Z Purton,1-1/2,1.3,133,1 1 1 1,1.33.41,1179,TT,2020_E314,22/23,22/23_100
1542,039,01,25/09/22,"ST / Turf / ""C""",1400,GF,G3,5,111,A S Cruz,Z Purton,2,1.1,127,1 1 1 1,1.20.49,1183,TT,2020_E314,22/23,22/23_039
1543,611,02,24/04/22,"ST / Turf / ""A""",1600,GF,G1,5,101,A S Cruz,Z Purton,2,2.6,126,1 1 1 2,1.33.14,1149,TT,2020_E314,21/22,21/22_611
1544,517,02,20/03/22,"ST / Turf / ""A""",2000,G,4YO,10,101,A S Cruz,Z Purton,HD,2.4,126,1 1 2 1 2,2.00.27,1156,TT,2020_E314,21/22,21/22_517
1545,460,01,27/02/22,"ST / Turf / ""B""",1800,G,4YO,6,101,A S Cruz,Z Purton,1,1.9,126,1 1 1 1 1,1.46.98,1149,TT,2020_E314,21/22,21/22_460
1546,383,02,30/01/22,"ST / Turf / ""A+3""",1600,G,4YO,13,101,A S Cruz,M Chadwick,1/2,4.6,126,1 1 1 2,1.33.89,1156,TT,2020_E314,21/22,21/22_383
1547,345,01,16/01/22,"ST / Turf / ""C+3""",1200,G,2,3,90,A S Cruz,Z Purton,1-1/2,1.3,124,1 1 1,1.08.34,1155,TT,2020_E314,21/22,21/22_345
1548,248,01,12/12/21,"ST / Turf / ""A""",1200,G,2,5,82,A S Cruz,M Chadwick,1,1.8,116,1 1 1,1.08.97,1161,TT,2020_E314,21/22,21/22_248
1549,196,01,21/11/21,"ST / Turf / ""B+2""",1200,G,3,13,71,A S Cruz,Z Purton,1-3/4,1.6,126,1 1 1,1.08.70,1157,TT,2020_E314,21/22,21/22_196
1550,121,02,24/10/21,"ST / Turf / ""C""",1200,GF,3,12,69,A S Cruz,Z Purton,SH,1.7,125,1 1 2,1.08.70,1169,TT,2020_E314,21/22,21/22_121
1551,538,06,27/03/24,"HV / Turf / ""A""",1000,G,3,8,60,W K Mo,M Chadwick,4,101,118,9 9 6,0.57.53,1241,TT,2023_J051,23/24,23/24_538
1552,491,12,10/03/24,"ST / Turf / ""C""",1000,G,3,8,62,W K Mo,M L Yeung,12-1/2,115,118,2 3 12,0.58.71,1235,TT,2023_J051,23/24,23/24_491
1553,433,10,18/02/24,ST / AWT,1200,GD,3,1,64,W K Mo,B Thompson,7,43,124,4 4 10,1.09.98,1252,H-/TT,2023_J051,23/24,23/24_433
1554,393,10,04/02/24,"ST / Turf / ""B+2""",1000,G,3,7,66,W K Mo,B Avdulla,6,37,122,4 6 10,0.57.77,1259,H/TT,2023_J051,23/24,23/24_393
1555,319,09,07/01/24,"ST / Turf / ""B+2""",1000,G,3,1,66,W K Mo,C Y Ho,6-1/2,7.1,122,5 5 9,0.58.58,1249,H/TT,2023_J051,23/24,23/24_319
1556,287,02,26/12/23,"ST / Turf / ""C+3""",1000,G,3,6,65,W K Mo,C Y Ho,3/4,51,124,4 4 2,0.56.70,1258,H/TT,2023_J051,23/24,23/24_287
1557,240,13,10/12/23,"ST / Turf / ""A""",1200,G,3,2,65,W K Mo,M Chadwick,9-1/4,114,124,3 2 13,1.10.55,1260,H1/TT1,2023_J051,23/24,23/24_240
1558,471,WV,03/03/24,"ST / Turf / ""B+2""",1800,G,4YO,--,78,A S Cruz,B Avdulla,--,--,126,--,--,--,--,2022_H258,23/24,23/24_471
1559,415,01,12/02/24,"ST / Turf / ""A""",1600,G,3,10,71,A S Cruz,B Avdulla,1-1/4,6.6,121,13 13 12 1,1.34.59,1074,TT,2022_H258,23/24,23/24_415
1560,349,03,17/01/24,"HV / Turf / ""C""",1650,G,3,4,71,A S Cruz,B Avdulla,1-1/4,8.1,130,8 8 9 3,1.40.97,1093,TT,2022_H258,23/24,23/24_349
1561,306,07,01/01/24,"ST / Turf / ""A""",1400,G,3,13,73,A S Cruz,C Y Ho,2-1/2,20,132,13 14 12 7,1.23.39,1084,TT,2022_H258,23/24,23/24_306
1562,260,07,17/12/23,"ST / Turf / ""B""",1200,G,3,14,73,A S Cruz,C Y Ho,4-1/2,61,131,14 14 7,1.09.95,1073,TT,2022_H258,23/24,23/24_260
1563,181,12,19/11/23,"ST / Turf / ""B+2""",2000,GF,3,11,75,A S Cruz,M Chadwick,5,22,131,9 9 9 9 12,2.01.73,1089,TT,2022_H258,23/24,23/24_181
1564,087,04,15/10/23,"ST / Turf / ""A+3""",1800,G,3,1,75,A S Cruz,H Bowman,1-1/4,7.8,134,7 5 6 7 4,1.48.25,1074,TT,2022_H258,23/24,23/24_087
1565,015,06,13/09/23,"HV / Turf / ""A""",1650,G,3,1,76,A S Cruz,H Bowman,3-1/2,4.6,134,5 5 6 6,1.41.05,1064,TT,2022_H258,23/24,23/24_015
1566,796,08,03/07/23,"ST / Turf / ""C""",1600,GY,3,6,77,A S Cruz,K Teetan,2-3/4,10,134,13 13 13 8,1.36.84,1061,TT,2022_H258,22/23,22/23_796
1567,720,10,04/06/23,"ST / Turf / ""B""",1400,GF,3,9,77,A S Cruz,M Chadwick,6-1/4,7.8,134,13 13 12 10,1.22.93,1069,TT,2022_H258,22/23,22/23_720
1568,662,02,13/05/23,"ST / Turf / ""C""",1400,Y,3,11,76,A S Cruz,M Chadwick,1/2,8.4,133,9 10 10 2,1.24.32,1067,TT,2022_H258,22/23,22/23_662
1569,605,04,23/04/23,"ST / Turf / ""C+3""",1400,G,3,6,76,A S Cruz,M Chadwick,3-1/2,11,133,11 11 12 4,1.22.55,1071,TT1,2022_H258,22/23,22/23_605
1570,567,01,07/04/24,"ST / Turf / ""B+2""",1600,G,4,7,52,A S Cruz,B Avdulla,3/4,2.2,128,2 3 3 1,1.36.04,1036,B/TT,2022_H418,23/24,23/24_567
1571,525,01,24/03/24,"ST / Turf / ""A""",1600,GF,4,3,45,A S Cruz,B Avdulla,1-1/4,3.4,121,3 2 2 1,1.34.28,1028,B2/TT,2022_H418,23/24,23/24_525
1572,468,04,03/03/24,"ST / Turf / ""B+2""",1600,G,4,3,47,A S Cruz,Y L Chung,2-3/4,3.4,117,10 11 10 4,1.35.26,1045,B-/TT,2022_H418,23/24,23/24_468
1573,431,06,18/02/24,ST / AWT,1650,GD,4,8,49,A S Cruz,Y L Chung,3-1/2,9.4,119,2 3 4 6,1.39.57,1037,B/TT,2022_H418,23/24,23/24_431
1574,391,04,04/02/24,"ST / Turf / ""B+2""",1400,G,4,11,50,A S Cruz,K Teetan,1-3/4,4,125,11 10 10 4,1.23.18,1040,B/TT,2022_H418,23/24,23/24_391
1575,352,04,21/01/24,"ST / Turf / ""A""",1400,G,4,7,51,A S Cruz,Y L Chung,3,3.6,122,11 11 11 4,1.23.25,1032,B/TT,2022_H418,23/24,23/24_352
1576,317,03,07/01/24,"ST / Turf / ""B+2""",1400,G,4,7,52,A S Cruz,Y L Chung,3-3/4,27,122,8 9 9 3,1.22.59,1048,B/TT,2022_H418,23/24,23/24_317
1577,271,06,23/12/23,"ST / Turf / ""C""",1400,G,4R,11,52,A S Cruz,Y L Chung,7,45,124,12 13 10 6,1.24.30,1052,B1/TT1,2022_H418,23/24,23/24_271
1578,322,06,07/01/24,ST / AWT,1200,GD,3,2,69,K W Lui,Y L Chung,1-1/4,2.8,121,5 5 6,1.08.75,1245,B/XB,2021_G469,23/24,23/24_322
1579,255,02,17/12/23,ST / AWT,1200,GD,3,4,67,K W Lui,C Y Ho,N,4.9,125,3 3 2,1.09.20,1230,CP-/XB/B1,2021_G469,23/24,23/24_255
1580,185,08,19/11/23,"ST / Turf / ""B+2""",1200,GF,3,3,68,K W Lui,M L Yeung,5,8.5,124,3 4 8,1.09.43,1232,CP/XB,2021_G469,23/24,23/24_185
1581,100,12,18/10/23,"HV / Turf / ""B""",1200,Y,3,11,68,K W Lui,Z Purton,13-1/4,4.3,123,11 12 12,1.12.70,1230,CP/XB,2021_G469,23/24,23/24_100
1582,058,03,01/10/23,"ST / Turf / ""C+3""",1200,G,3,3,68,K W Lui,C Y Ho,1-1/2,2.2,126,3 4 3,1.09.41,1227,CP/XB,2021_G469,23/24,23/24_058
1583,009,04,10/09/23,"ST / Turf / ""A""",1200,GY,3,3,68,K W Lui,M Chadwick,3/4,3.6,126,3 4 4,1.09.72,1233,CP/XB,2021_G469,23/24,23/24_009
1584,814,01,09/07/23,"ST / Turf / ""C+3""",1200,GF,3,1,61,K W Lui,M Chadwick,1-3/4,2.2,119,3 3 1,1.09.41,1210,CP/XB,2021_G469,22/23,22/23_814
1585,736,02,10/06/23,"ST / Turf / ""C""",1200,G,4,8,59,K W Lui,C Y Ho,HD,4.9,131,3 3 2,1.09.16,1207,CP/XB,2021_G469,22/23,22/23_736
1586,617,08,30/04/23,"ST / Turf / ""A""",1200,G,4,10,59,K W Lui,M Chadwick,7-1/4,19,135,5 5 8,1.10.51,1224,CP/XB,2021_G469,22/23,22/23_617
1587,564,03,09/04/23,"ST / Turf / ""B+2""",1200,G,4,8,59,K W Lui,M Chadwick,2,3.1,134,2 2 3,1.10.37,1218,CP/XB,2021_G469,22/23,22/23_564
1588,502,01,19/03/23,"ST / Turf / ""A""",1200,G,4,12,51,K W Lui,M Chadwick,2,16,126,4 3 1,1.09.29,1244,CP/XB1/TT-,2021_G469,22/23,22/23_502
1589,410,10,12/02/23,"ST / Turf / ""C+3""",1200,G,4,6,52,K W Lui,C Y Ho,5-3/4,6.5,128,4 4 10,1.10.51,1225,CP/TT1,2021_G469,22/23,22/23_410
1590,358,04,24/01/23,"ST / Turf / ""C""",1200,G,4,12,52,K W Lui,C Y Ho,2,10,127,5 5 4,1.10.00,1238,CP1,2021_G469,22/23,22/23_358
1591,526,02,24/03/24,"ST / Turf / ""A""",1200,GF,3,9,61,K W Lui,L Hewitson,1-1/2,2.2,121,1 1 2,1.08.43,1231,--,2022_H410,23/24,23/24_526
1592,450,01,25/02/24,"ST / Turf / ""A+3""",1200,G,4,10,52,K W Lui,L Hewitson,2,4.5,129,2 2 1,1.09.59,1244,--,2022_H410,23/24,23/24_450
1593,774,WV,28/06/23,"HV / Turf / ""C""",1200,G,4,--,46,C Fownes,,--,--,121,--,--,--,--,2022_H231,22/23,22/23_774
1594,689,06,24/05/23,"HV / Turf / ""C""",1200,G,4,3,48,C Fownes,L Currie,2-3/4,34,123,8 7 6,1.10.40,1111,H/P,2022_H231,22/23,22/23_689
1595,609,11,26/04/23,"HV / Turf / ""C+3""",1200,G,4,6,50,C Fownes,L Ferraris,4-1/4,91,125,4 2 11,1.10.54,1130,H/P1,2022_H231,22/23,22/23_609
